code,type,neighborhood,rent_value,condominium_value,property_tax,bedrooms,suites,bathrooms,parking_spaces,private_area,furnished,amenities,latitude,longitude
7060,APARTMENT,Vila Madalena,2300,638,85,2,0,1,1,72,False,"['GARAGE', 'PLAYGROUND', 'PARTY_HALL']",-23.552044,-46.698411
7065,APARTMENT,Sumarezinho,2000,1060,140,2,0,3,1,57,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM', 'LAUNDRY']",-23.544857,-46.695184
7066,APARTMENT,Pinheiros,3300,878,,2,0,2,1,120,False,"['ELEVATOR', 'SERVICE_AREA', 'KITCHEN_CABINETS']",-23.561994,-46.689139
7068,APARTMENT,Higienópolis,2100,608,26,2,0,2,1,64,False,"['GARAGE', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER']",-23.540589,-46.650412
7069,APARTMENT,Pinheiros,4990,2683,838,3,1,2,2,145,False,"['AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'CLOSET']",-23.553625,-46.693002
7070,APARTMENT,Sumarezinho,4900,1050,275,3,1,3,1,105,True,"['FURNISHED', 'KITCHEN', 'INTERCOM']",-23.552223,-46.689926
7077,APARTMENT,Perdizes,5000,2100,430,4,1,4,2,200,False,"['NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'NEAR_PUBLIC_TRANSPORT']",-23.540153,-46.670215
7078,APARTMENT,Higienópolis,3280,957,288,2,0,1,1,92,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.544305,-46.65436
7079,APARTMENT,Cerqueira César,4500,1882,3768,3,1,3,1,130,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PETS_ALLOWED', 'GARDEN']",-23.561769,-46.669371
7085,APARTMENT,Vila Pompéia,3300,1129,240,2,0,3,2,70,False,"['POOL', 'BALCONY', 'ELEVATOR', 'INTERCOM']",-23.532724,-46.684407
7087,APARTMENT,Sumaré,3800,1400,250,3,1,4,2,140,False,"['GYM', 'ELEVATOR', 'SERVICE_AREA', 'GARDEN', 'INTERCOM']",-23.543686,-46.684817
7088,APARTMENT,Pinheiros,3480,900,120,2,0,2,1,85,False,['RECEPTION'],-23.568311,-46.685731
7090,APARTMENT,Liberdade,3200,583,265,3,1,2,2,80,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.560154,-46.634183
7096,APARTMENT,Higienópolis,3000,1850,500,2,1,1,2,87,False,[],-23.536988,-46.661037
7098,APARTMENT,Santa Cecília,4650,3249,843,3,3,4,3,200,True,"['FURNISHED', 'POOL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND']",-23.541345,-46.658725
7099,APARTMENT,Higienópolis,4150,2004,301,3,1,3,1,128,False,['ELEVATOR'],-23.54347,-46.657623
7101,APARTMENT,Cerqueira César,3500,1000,200,2,0,2,1,90,False,[],-23.56104,-46.675195
7106,APARTMENT,Pinheiros,2500,700,,2,0,1,0,64,False,"['ELEVATOR', 'KITCHEN_CABINETS']",-23.561475,-46.68829
7107,APARTMENT,Pinheiros,2200,433,1950,3,0,2,0,90,False,[],-23.562239,-46.685117
7108,APARTMENT,Higienópolis,3800,2400,317,3,0,2,1,130,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.543294,-46.661043
7109,APARTMENT,Santa Cecília,3490,1455,408,2,1,2,2,90,False,"['PARTY_HALL', 'ADULT_GAME_ROOM']",-23.53699,-46.661008
7111,APARTMENT,Perdizes,3500,1005,291,3,1,3,2,110,False,"['GATED_COMMUNITY', 'GAMES_ROOM', 'CONCIERGE_24H', 'SQUASH', 'ELECTRONIC_GATE']",-23.542627,-46.674041
7113,APARTMENT,Higienópolis,2100,609,52,2,0,2,1,64,False,[],-23.542674,-46.651262
7117,APARTMENT,Pinheiros,4200,1450,1,3,1,3,2,105,False,"['BALCONY', 'GYM', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND']",-23.57112,-46.696268
7118,APARTMENT,Liberdade,2600,880,135,2,-,1,1,60,False,"['POOL', 'GYM', 'AIR_CONDITIONING', 'ELEVATOR', 'GATED_COMMUNITY']",-23.565088,-46.643509
7123,APARTMENT,Vila Pompéia,4000,1078,301,3,1,2,2,98,False,"['POOL', 'KITCHEN', 'LAUNDRY']",-23.533843,-46.692003
7124,APARTMENT,Perdizes,850000,1055,2040,3,1,2,2,80,False,[],-23.534114,-46.676526
7126,APARTMENT,Pinheiros,3000,1340,185,3,1,2,1,110,False,"['ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.558678,-46.673423
7128,APARTMENT,Higienópolis,3800,1070,147,2,1,2,0,88,False,['RECEPTION'],-23.545703,-46.659957
7129,APARTMENT,Pinheiros,3759,1168,140,2,0,2,1,87,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.5636,-46.698165
7132,APARTMENT,Cerqueira César,3999,1184,145,3,1,2,1,116,False,"['ELEVATOR', 'INTERCOM']",-23.562737,-46.677097
7145,APARTMENT,Pinheiros,3780,900,120,2,0,2,1,85,False,[],-23.562563,-46.675485
7147,APARTMENT,Perdizes,5000,2500,1278,4,3,4,3,192,True,"['FURNISHED', 'KITCHEN', 'SECURITY_24_HOURS', 'INTERCOM']",-23.542046,-46.670986
7149,APARTMENT,Perdizes,3385,1160,308,3,1,2,1,106,False,"['POOL', 'GOURMET_BALCONY', 'BARBECUE_GRILL', 'SERVICE_AREA', 'PLAYGROUND']",-23.535952,-46.680124
7150,APARTMENT,Liberdade,2300,600,30,2,1,2,1,55,False,"['BALCONY', 'ELEVATOR', 'SERVICE_AREA', 'INTERCOM']",-23.560904,-46.633014
7153,APARTMENT,Santa Cecília,3600,1900,532,3,1,3,1,170,False,['KITCHEN'],-23.5389,-46.661273
7158,APARTMENT,Higienópolis,4500,1800,22,3,0,2,1,118,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.546894,-46.654382
7159,APARTMENT,Santa Cecília,3190,1123,430,3,1,3,1,142,False,"['PLAYGROUND', 'PARTY_HALL']",-23.537082,-46.659473
7162,APARTMENT,Perdizes,4500,2120,890,2,2,3,3,114,False,"['GOURMET_BALCONY', 'GARAGE', 'ELEVATOR', 'KITCHEN', 'HEATING']",-23.536513,-46.674865
7167,APARTMENT,Santa Cecilia,4000,2000,250,3,1,1,2,180,False,"['BALCONY', 'PLAYGROUND', 'PARTY_HALL', 'DINNER_ROOM', 'COPA']",-23.545911,-46.657513
7168,APARTMENT,Consolação,4320,4200,1900,4,0,3,2,440,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.54844,-46.658759
7169,APARTMENT,Perdizes,3800,1860,680,4,1,3,3,178,False,[],-23.530661,-46.683656
7171,APARTMENT,Pinheiros,2200,903,30,2,-,2,1,65,False,['ELEVATOR'],-23.562362,-46.688409
7178,APARTMENT,Vila Buarque,4450,1000,490,3,0,2,0,160,False,"['SERVICE_AREA', 'BUILTIN_WARDROBE']",-23.546811,-46.650618
7183,APARTMENT,Sumarezinho,2500,1000,,2,-,2,1,68,False,"['SECURITY_24_HOURS', 'PLAYGROUND', 'PARTY_HALL']",-23.543482,-46.694371
7186,APARTMENT,Vila Pompéia,2950,880,167,3,0,2,2,70,False,"['POOL', 'GYM', 'GARAGE', 'ELEVATOR', 'KITCHEN']",-23.53418,-46.690935
7188,APARTMENT,Santa Cecília,5000,2974,1013,3,3,4,3,192,False,[],-23.536105,-46.656959
7189,APARTMENT,Pinheiros,3490,730,228,2,0,1,1,63,False,"['POOL', 'GOURMET_BALCONY', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.556747,-46.677394
7197,APARTMENT,Pinheiros,4500,1849,607,3,1,3,2,130,False,[],-23.557799,-46.69025
7206,APARTMENT,Higienópolis,3100,1963,394,3,1,2,1,130,False,"['AIR_CONDITIONING', 'ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE']",-23.547316,-46.654712
7209,APARTMENT,Perdizes,3500,2670,1120,3,3,5,3,114,False,[],-23.536513,-46.674865
7211,APARTMENT,Perdizes,3000,1100,89,3,-,1,1,106,False,['COPA'],-23.538259,-46.666916
7215,APARTMENT,Cerqueira César,2220,1132,42,2,0,2,1,73,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.55527,-46.682418
7216,APARTMENT,Cerqueira César,3500,1000,199,2,0,1,1,90,False,[],-23.559286,-46.676978
7217,APARTMENT,Perdizes,1400000,1798,518,3,1,3,2,154,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.534581,-46.666951
7224,APARTMENT,Água Branca,1600,960,0,2,0,1,1,48,False,[],-23.528612,-46.675326
7225,APARTMENT,Pinheiros,4940,890,112,2,0,1,1,90,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.562563,-46.675485
7227,APARTMENT,Cerqueira César,4000,1184,145,3,1,3,1,116,False,"['SERVICE_AREA', 'SECURITY_24_HOURS', 'GARDEN', 'LAUNDRY', 'CABLE_TV']",-23.559071,-46.680028
7232,APARTMENT,Vila Pompéia,4100,915,396,2,1,1,2,76,False,"['POOL', 'GOURMET_BALCONY', 'BARBECUE_GRILL', 'CHILDRENS_POOL', 'PARTY_HALL']",-23.527387,-46.684087
7233,APARTMENT,Pinheiros,3775,900,110,2,0,1,1,85,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.562563,-46.675485
7235,APARTMENT,Perdizes,3000,1005,290,3,1,3,1,107,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PARTY_HALL', 'SPORTS_COURT']",-23.542627,-46.674041
7241,APARTMENT,Perdizes,2600,1126,260,2,2,2,2,70,False,"['POOL', 'GYM', 'ELEVATOR', 'PETS_ALLOWED', 'PARTY_HALL']",-23.532724,-46.684407
7250,APARTMENT,Higienópolis,5000,1500,625,2,1,3,2,120,False,[],-23.5471,-46.65665
7253,APARTMENT,Sumarezinho,3700,1100,130,3,1,3,1,120,False,['RECEPTION'],-23.551391,-46.690719
7254,APARTMENT,Vila Pompéia,4000,1040,520,3,1,4,2,104,False,"['POOL', 'BALCONY', 'GYM', 'ELEVATOR', 'SERVICE_AREA']",-23.530042,-46.687466
7260,APARTMENT,Pinheiros,3500,1100,240,2,0,1,1,90,False,"['BALCONY', 'KITCHEN', 'ALARM_SYSTEM', 'COPA']",-23.563374,-46.680701
7262,APARTMENT,Cerqueira César,3500,1000,200,2,0,2,1,90,False,[],-23.56104,-46.675195
7265,APARTMENT,Pinheiros,2800,1030,151,2,0,2,1,92,False,['RECEPTION'],-23.564121,-46.695493
7268,APARTMENT,Consolação,4990,2739,1055,4,3,5,2,160,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.548164,-46.657844
7275,APARTMENT,Vila Pompéia,2100,845,182,2,1,2,2,74,False,"['ELEVATOR', 'SECURITY_24_HOURS', 'INTERCOM', 'ADULT_GAME_ROOM']",-23.530466,-46.689446
7277,APARTMENT,Vila Anglo Brasileira,2200,1040,,3,1,2,1,95,False,"['POOL', 'BARBECUE_GRILL']",-23.529118,-46.69093
7279,APARTMENT,Vila Anglo Brasileira,3650,1630,530,3,1,4,2,170,False,"['POOL', 'GYM', 'ELEVATOR', 'PETS_ALLOWED', 'GARDEN']",-23.531172,-46.691257
7280,APARTMENT,Cerqueira César,4490,2500,1000,4,2,3,3,155,False,"['POOL', 'GOURMET_BALCONY', 'BARBECUE_GRILL', 'SERVICE_AREA', 'PARTY_HALL']",-23.557589,-46.678438
7281,APARTMENT,Perdizes,4800,636,99,2,1,2,1,70,True,"['FURNISHED', 'BACKYARD', 'SERVICE_AREA', 'KITCHEN_CABINETS', 'INTERCOM']",-23.537952,-46.67931
7289,APARTMENT,Sumarezinho,3990,1340,557,3,1,2,2,145,False,"['SERVICE_AREA', 'COPA']",-23.552932,-46.688411
7290,APARTMENT,Perdizes,2000,1950,110,3,0,2,1,94,False,[],-23.532366,-46.665724
7291,APARTMENT,Higienópolis,4285,1180,220,3,1,3,1,115,False,['SERVICE_AREA'],-23.549005,-46.657301
7292,APARTMENT,Sumaré,2500,1400,145,2,0,2,1,85,False,[],-23.542368,-46.685057
7294,APARTMENT,Vila Pompéia,2950,880,167,3,0,1,2,70,False,"['POOL', 'GYM', 'GARAGE', 'KITCHEN', 'SAUNA']",-23.53418,-46.690935
7296,APARTMENT,Perdizes,2500,1115,303,2,1,2,2,64,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA']",-23.531714,-46.680006
7297,APARTMENT,Perdizes,3500,1770,150,3,1,3,1,127,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.534671,-46.681056
7298,APARTMENT,Pinheiros,4400,800,200,3,1,3,1,115,False,"['BALCONY', 'KITCHEN']",-23.55439,-46.674796
7301,APARTMENT,Vila Pompéia,3000,602,160,3,1,2,1,60,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.52904,-46.687864
7302,APARTMENT,Liberdade,2300,600,30,2,1,2,1,55,False,"['BALCONY', 'ELEVATOR', 'INTERCOM']",-23.560891,-46.632991
7309,APARTMENT,Liberdade,1600,650,145,2,-,1,1,80,False,"['BARBECUE_GRILL', 'SECURITY_24_HOURS']",-23.55941,-46.632002
7315,APARTMENT,Higienópolis,4490,1980,330,3,1,2,1,128,False,"['AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.54347,-46.657623
7325,APARTMENT,Consolação,3500,2200,6780,3,1,4,1,186,False,"['POOL', 'BALCONY', 'ELEVATOR', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.551466,-46.66087
7326,APARTMENT,Higienópolis,4800,2696,614,3,1,4,2,230,False,"['BALCONY', 'KITCHEN']",-23.542719,-46.661365
7328,APARTMENT,Vila Madalena,3000,691,196,2,0,2,1,70,False,[],-23.551925,-46.69846
7330,APARTMENT,Perdizes,3340,,,2,-,2,1,62,False,['KITCHEN'],-23.534635,-46.665992
7331,APARTMENT,Perdizes,2790,1470,160,3,1,2,1,109,False,"['AIR_CONDITIONING', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.540641,-46.671253
7333,APARTMENT,Pinheiros,3500,1120,252,3,0,2,1,110,False,"['ELEVATOR', 'GATED_COMMUNITY']",-23.558356,-46.680365
7336,APARTMENT,Perdizes,4500,2150,849,3,3,3,2,118,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN']",-23.539965,-46.669162
7337,APARTMENT,Perdizes,2000,1250,66,2,0,1,2,70,False,"['ELEVATOR', 'KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'INTERCOM']",-23.531659,-46.665653
7338,APARTMENT,Perdizes,3200,1068,289,2,1,3,2,84,False,"['BALCONY', 'GYM', 'BARBECUE_GRILL', 'GARAGE', 'SERVICE_AREA']",-23.533362,-46.672484
7339,APARTMENT,Vila Madalena,1900,859,354,2,-,2,1,70,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.541753,-46.702471
7340,APARTMENT,Perdizes,3500,1005,0,3,1,2,2,120,False,[],-23.543166,-46.673022
7344,APARTMENT,Perdizes,2700,1106,310,2,1,2,2,65,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA']",-23.531714,-46.680006
7346,APARTMENT,Higienópolis,4200,1990,,3,1,2,1,130,False,"['BALCONY', 'KITCHEN', 'SECURITY_24_HOURS', 'PLAYGROUND', 'PARTY_HALL']",-23.54347,-46.657623
7347,APARTMENT,Sumarezinho,4390,798,202,2,0,1,1,58,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.545899,-46.692587
7349,APARTMENT,Perdizes,3000,1300,708,3,3,5,2,120,False,"['BALCONY', 'ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PARTY_HALL']",-23.536938,-46.677053
7351,APARTMENT,Higienópolis,4500,2033,1050,3,1,3,2,142,False,"['KITCHEN', 'SECURITY_24_HOURS', 'PARTY_HALL', 'INTERCOM', 'LAUNDRY']",-23.543558,-46.656787
7355,APARTMENT,Vila Pompéia,3785,2050,500,3,1,2,2,147,False,"['SERVICE_AREA', 'PARTY_HALL', 'SPORTS_COURT', 'CLOSET', 'COPA']",-23.534112,-46.684979
7357,APARTMENT,Cerqueira César,3500,930,130,2,0,2,1,70,False,"['ELEVATOR', 'SECURITY_24_HOURS', 'GARDEN', 'PLAYGROUND', 'NEAR_HOSPITAL']",-23.559629,-46.683503
7362,APARTMENT,Pinheiros,3000,1080,78,3,-,3,1,100,False,"['ELEVATOR', 'SERVICE_AREA', 'GARDEN', 'INTERCOM']",-23.555241,-46.683859
7363,APARTMENT,Pinheiros,3290,470,122,2,1,2,1,58,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.564616,-46.695674
7365,APARTMENT,Perdizes,3000,1083,237,2,2,3,2,68,False,"['HEATING', 'RECEPTION']",-23.531277,-46.682952
7366,APARTMENT,Vila Pompéia,2600,907,133,2,1,2,2,60,False,"['POOL', 'BARBECUE_GRILL', 'KITCHEN', 'PLAYGROUND', 'PARTY_HALL']",-23.5293,-46.687326
7371,APARTMENT,Perdizes,4000,750,90,2,1,2,1,74,True,"['FURNISHED', 'POOL', 'BALCONY', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.53514,-46.682666
7373,APARTMENT,Pinheiros,3000,1233,350,2,1,3,1,80,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED']",-23.556269,-46.678249
7379,APARTMENT,Pinheiros,3335,666,28,2,0,2,0,90,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.560681,-46.684273
7381,APARTMENT,Perdizes,4800,636,120,2,1,2,1,70,True,"['FURNISHED', 'BALCONY', 'BACKYARD', 'SERVICE_AREA', 'DINNER_ROOM']",-23.537952,-46.67931
7385,APARTMENT,Higienópolis,2500,1808,201,2,0,1,0,110,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM', 'CABLE_TV']",-23.542408,-46.66231
7388,APARTMENT,Higienópolis,4490,1473,394,3,1,3,1,123,False,['SERVICE_AREA'],-23.546294,-46.653694
7394,APARTMENT,Higienópolis,3000,1956,352,3,1,3,1,139,False,"['ELEVATOR', 'PETS_ALLOWED', 'GARDEN']",-23.542821,-46.658464
7395,APARTMENT,Liberdade,1500,480,128,2,-,1,1,52,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.555101,-46.628548
7398,APARTMENT,Sumarezinho,2350,336,70,2,-,1,1,43,False,"['ELEVATOR', 'SERVICE_AREA', 'INTERCOM']",-23.546287,-46.690808
7400,APARTMENT,Pinheiros,4990,1100,187,2,1,2,1,100,False,"['POOL', 'GOURMET_BALCONY', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.556764,-46.680886
7417,APARTMENT,Higienópolis,3185,1381,340,2,0,1,1,90,False,['SERVICE_AREA'],-23.547894,-46.653173
7425,APARTMENT,Pinheiros,5000,2120,,3,1,2,1,139,False,"['BARBECUE_GRILL', 'PLAYGROUND']",-23.564672,-46.684921
7429,APARTMENT,Higienópolis,5000,1810,324,2,1,3,1,187,False,['GATED_COMMUNITY'],-23.545208,-46.653261
7430,APARTMENT,Pinheiros,3500,1192,374,2,1,2,2,85,True,"['FURNISHED', 'POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.559418,-46.678037
7434,APARTMENT,Santa Cecília,4800,2200,480,4,1,3,2,178,False,['KITCHEN'],-23.537311,-46.662011
7435,APARTMENT,Cambuci,2700,0,0,2,0,1,1,61,True,"['FURNISHED', 'GARAGE', 'ELEVATOR', 'KITCHEN', 'GATED_COMMUNITY']",-23.575451,-46.620087
7438,APARTMENT,Higienópolis,4170,1100,,3,1,2,1,118,False,[],-23.548727,-46.657239
7439,APARTMENT,Perdizes,4500,1180,,3,1,3,2,96,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.535582,-46.680307
7442,APARTMENT,Cerqueira César,2700,2315,561,2,1,4,2,120,True,"['FURNISHED', 'GARAGE', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.56531,-46.685807
7444,APARTMENT,Vila Pompéia,3000,660,210,3,1,2,1,79,False,[],-23.533104,-46.691644
7445,APARTMENT,Pinheiros,2500,1250,329,2,0,2,0,10,False,"['POOL', 'GOURMET_BALCONY', 'GYM', 'PARTY_HALL']",-23.555684,-46.678293
7446,APARTMENT,Vila Madalena,5000,1200,170,3,1,3,1,110,False,"['BALCONY', 'KITCHEN', 'SPORTS_COURT']",-23.551906,-46.691705
7448,APARTMENT,Pinheiros,3300,729,55,2,0,1,1,85,True,"['FURNISHED', 'SERVICE_AREA', 'GARDEN', 'INTERCOM']",-23.558783,-46.672957
7449,APARTMENT,Consolação,4985,2739,1055,4,3,5,2,160,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.548164,-46.657844
7454,APARTMENT,Liberdade,1500,480,130,2,-,1,1,51,False,"['BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.555101,-46.628548
7455,APARTMENT,Santa Cecília,3500,1862,389,2,0,2,1,140,False,"['BALCONY', 'ELEVATOR', 'INTERCOM']",-23.536067,-46.659822
7457,APARTMENT,Pinheiros,3335,999,383,2,1,2,2,60,False,"['PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.568684,-46.700233
7458,APARTMENT,Perdizes,2500,1171,530,3,1,2,2,81,False,[],-23.52796,-46.680701
7459,APARTMENT,Consolação,4100,2202,545,3,1,4,2,191,False,"['AIR_CONDITIONING', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'HOME_OFFICE']",-23.538101,-46.654653
7460,APARTMENT,Perdizes,4500,2120,890,2,2,3,3,114,False,"['GOURMET_BALCONY', 'GARAGE', 'ELEVATOR', 'KITCHEN', 'HEATING']",-23.536513,-46.674865
7461,APARTMENT,Sumarezinho,2500,1000,,2,-,2,1,74,False,['SECURITY_24_HOURS'],-23.545493,-46.693055
7465,APARTMENT,Pinheiros,3990,1200,224,3,1,3,1,87,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.561852,-46.682494
7466,APARTMENT,Sumarezinho,3669,1950,385,2,2,4,2,140,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.542234,-46.697966
7467,APARTMENT,Pinheiros,4500,811,300,2,1,2,1,60,True,"['FURNISHED', 'POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.566859,-46.691003
7471,APARTMENT,Perdizes,4200,1356,595,3,1,2,2,115,False,"['POOL', 'BALCONY', 'BACKYARD', 'BARBECUE_GRILL', 'ELEVATOR']",-23.539789,-46.678082
7479,APARTMENT,Perdizes,2200,790,17,3,0,1,0,83,False,[],-23.542627,-46.674041
7482,APARTMENT,Perdizes,4000,2600,615,4,1,4,1,220,False,"['GYM', 'SERVICE_AREA', 'GARDEN', 'PARTY_HALL', 'INTERCOM']",-23.539611,-46.67038
7488,APARTMENT,Perdizes,2583,1002,430,3,-,2,2,105,False,"['SERVICE_AREA', 'PARTY_HALL', 'INTERCOM']",-23.534096,-46.681734
7489,APARTMENT,Vila Pompéia,3500,1246,534,3,1,4,2,108,False,"['POOL', 'GYM', 'ELEVATOR', 'PETS_ALLOWED', 'GARDEN']",-23.528565,-46.685335
7491,APARTMENT,Perdizes,4200,1267,434,3,1,2,2,142,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.536902,-46.674317
7493,APARTMENT,Vila Pompéia,3650,600,205,3,1,2,2,82,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.52737,-46.683508
7497,APARTMENT,Vila Madalena,3000,690,180,2,-,2,1,72,False,[],-23.551925,-46.69846
7501,APARTMENT,Perdizes,2859,690,84,2,1,2,1,60,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.535115,-46.686135
7502,APARTMENT,Santa Cecília,4000,1630,270,3,1,3,1,155,False,"['SERVICE_AREA', 'INTERCOM']",-23.539665,-46.657527
7508,APARTMENT,Sumarezinho,4840,1336,242,2,1,2,1,97,False,"['POOL', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.55313,-46.690039
7511,APARTMENT,Perdizes,3500,2850,575,3,1,4,2,159,False,"['SERVICE_AREA', 'GARDEN', 'PARTY_HALL']",-23.532455,-46.666554
7512,APARTMENT,Pinheiros,3700,1160,153,3,0,1,1,105,False,['SERVICE_AREA'],-23.568213,-46.688164
7515,APARTMENT,Pinheiros,3500,793,131,2,0,1,1,76,False,"['POOL', 'ELEVATOR', 'GARDEN', 'PARTY_HALL']",-23.556747,-46.677394
7516,APARTMENT,Água Branca,4496,837,2142,2,1,2,1,69,False,[],-23.518583,-46.680381
7517,APARTMENT,Perdizes,2200,775,80,2,0,1,0,87,False,['ELEVATOR'],-23.536651,-46.686044
7524,APARTMENT,Água Branca,4980,837,2142,2,1,2,1,69,False,[],-23.518583,-46.680381
7525,APARTMENT,Vila Pompéia,2900,800,109,2,1,2,2,77,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA']",-23.530466,-46.689446
7526,APARTMENT,Cerqueira César,4200,1015,270,2,1,1,1,70,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'GARAGE']",-23.5571,-46.679096
7530,APARTMENT,Higienópolis,3400,970,210,2,0,2,1,100,False,"['ELEVATOR', 'KITCHEN', 'INTERCOM']",-23.546109,-46.655515
7531,APARTMENT,Pinheiros,4800,807,155,3,1,2,1,115,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.563383,-46.695554
7532,APARTMENT,Água Branca,4514,773,1952,2,1,2,1,62,False,[],-23.518583,-46.680381
7533,APARTMENT,Vila Pompéia,2900,600,83,3,1,2,1,60,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.52904,-46.687864
7539,APARTMENT,Jardim das Bandeiras,3185,1200,370,2,1,2,2,70,False,"['SERVICE_AREA', 'PARTY_HALL', 'HOME_OFFICE']",-23.555034,-46.686267
7540,APARTMENT,Sumarezinho,5000,700,470,2,0,2,1,120,False,"['BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.549901,-46.692105
7543,APARTMENT,Pinheiros,3100,750,,2,0,1,0,75,False,[],-23.566704,-46.685396
